"","word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_;","char_freq_(","char_freq_[","char_freq_!","char_freq_$","char_freq_#","capital_run_length_average","capital_run_length_longest","capital_run_length_total","email_type"
"3052",0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,1.84,0,0.61,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0.61,0,0,0,0.109,0.109,0.327,0,0,1.068,2,47,"ns"
"2718",0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0.7,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,0.126,0.252,0,0,0,0,1.375,5,55,"ns"
"2513",0.25,0,0,0,0.25,0.25,0,0,0,0,0,0.51,0,0.25,0,0,0,0.25,0.51,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.082,0,0,0,0.041,1.287,4,85,"ns"
"732",0.17,0,0.17,0.17,1.44,0.34,0.05,0.05,0.05,0.05,0.05,0.51,0.28,0.05,0,0,0.69,0.05,4.14,0.23,1.09,0.17,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.01,0.161,0.03,2.051,51,521,"ys"
"2797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0.202,0,0,0,0,2,11,82,"ns"
"1823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,2.285,7,16,"ns"
"1588",0.99,0.49,0,0,0,0,0,0,0,0.49,0,0.49,0,0,0,0,0,0,2.48,0,1.99,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0.446,10.366,64,311,"ys"
"1737",0,0,0,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,1.461,0,0,2.973,21,113,"ys"
"2671",0,0,0.42,0,0.42,0.14,0,0,0,0,0,1.56,0.14,0,0,0,0.28,0,0.14,0,0.14,0,0,0,3.12,0,0.14,0,1.27,0.42,0,0,0,0,0,0.56,0.28,0,0.14,0,0,0,0.14,0,0.14,0,0,0,0.058,0.019,0.019,0,0,0,2.345,17,333,"ns"
"365",0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,0,1,1,6,"ys"
"3638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"ns"
"207",0,0,0.55,0,0.55,0,0,0,0,0.55,0,0,0,0,0,0.55,0,0,1.67,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.099,0,0.893,0,0,2.122,16,121,"ys"
"3478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,1,1,5,"ns"
"3744",0,0,0,0,0.43,0,0,0,0,0,0,0.43,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.158,0,0,0,0,1.115,2,29,"ns"
"628",0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,3.925,51,106,"ys"
"3521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,1.272,4,14,"ns"
"2868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.925,0,0,1.3,4,13,"ns"
"1757",0,1.2,0.4,0,0.4,0,0.8,0.4,0,0,0,0.8,0.4,0,0,0.8,0.4,1.2,3.62,0,1.61,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.069,0,0.552,0.207,0.138,6.652,69,153,"ys"
"431",0,0,0.76,0,0.76,0,0.5,0.5,0,1.01,0,0.25,1.52,0,0.76,0,0,1.52,2.03,0,1.52,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.074,0,0.412,0.412,0,2.441,19,249,"ys"
"4177",0,0,0.66,0,0,0.66,0,0,0,0,0,0.66,0,0,0,0,0,0,1.66,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,1.142,4,56,"ns"
"4001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.343,0,0.171,0,0,0,1.725,13,69,"ns"
"4063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,1,1,5,"ns"
"283",0,0.38,0.76,0,0.38,0,0.19,0,0,0.57,0.19,0,0.19,0,0.19,0.19,0,0.95,0.19,0.19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.632,0.03,0.09,6.789,132,869,"ys"
"1504",0.27,0,0.16,0,0.27,0,0,0.05,0,0.21,0.1,0.93,0.1,0,0,0.38,0.1,0,2.85,0,1.2,0,0.21,0.16,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.068,0.029,0,0.019,0.058,0.009,3.389,56,539,"ys"
"2171",0,0.1,0,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0.3,0.2,0,0.05,0,0.05,0,0,0.05,0,0,0.2,0.41,0,0,0,0,0,0,0.1,0.05,0.2,0,0.35,0,0.141,0,0,0,0,1.997,87,1620,"ns"
"3706",0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,1.533,6,23,"ns"
"996",0,0.41,0.41,0,2.06,0,1.65,0.82,0,0,0,0,0,0,0,2.47,0,0.82,2.47,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.265,0,0.199,0,0,15.892,226,445,"ys"
"486",0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,3.33,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0.396,3.714,11,26,"ys"
"2152",0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,1.23,3,16,"ns"
"4182",0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,4.05,51,81,"ns"
"3518",0,0,0.42,0,0.64,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.85,0,0.21,0,0,0,2.13,0.21,0.21,0,0,0,0,0,2.13,0,0,0,0.42,0,0.21,0.21,0,0,0.42,0.21,0.64,0,0,0,0.238,0.443,0.068,0,0,0,2.524,18,260,"ns"
"2785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,17,34,"ns"
"13",0,0.69,0.34,0,0.34,0,0,0,0,0,0,0.69,0,0,0,0.34,0,1.39,2.09,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.786,0,0,3.728,61,261,"ys"
"878",0,0,0,0,0,0,0,2.2,0,0,1.47,0.73,0,0,0,2.94,0,0,5.14,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8,48,"ys"
"4181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0,2.848,51,94,"ns"
"4250",0,0.35,0.35,0,0,0.35,0,0,0,0.35,0,0.71,0,0,0,0,0,0,3.58,0,1.07,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0,0,0,1.787,11,118,"ns"
"3324",0,0,0,0,1.81,0,0,0,0,1.81,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,13,"ns"
"1065",0,0.06,0.2,0,0.61,0.13,0,0,0.75,0,0.27,0.75,0.27,0,0,0,0.2,0.13,1.16,0,1.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0,0,0.034,0.057,0,0.472,0.092,0.023,2.086,104,703,"ys"
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,0,4.071,29,114,"ys"
"1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,0,2.23,12,29,"ys"
"2006",0,0,0.58,0,0.58,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,1.76,1.17,1.76,0.58,0.58,0.58,0.58,0.58,0,0.58,0.58,0.58,0.58,0,0,0.58,0,0,0.58,0,0.58,0,0,0,0.188,0.566,0.094,0,0,0,2.246,13,146,"ns"
"1556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,10,"ys"
"1326",0,0.34,1.02,0,0.68,0.34,0.34,0,0,0,0,0.34,0,0,0,2.04,0,0.34,4.76,0,2.38,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.222,0,4.008,6.978,56,328,"ys"
"3679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"ns"
"3388",0,0,0,0,0.74,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0.74,0,0,0,2.98,2.23,1.49,2.23,0.74,0.74,1.49,0.74,0,0.74,0.74,1.49,0.74,0,0,0.74,0,0,0.74,0,0.74,0,0,0,0,0.557,0.111,0,0,0,2.607,12,133,"ns"
"414",0.14,0.14,0.29,0,0,0,0,0,1.02,0.29,0.14,0.58,0,0,0,0,0,0.14,2.35,0.14,1.02,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.14,0,0,0,0,0.204,0,0.153,0.153,0.102,2.705,73,368,"ys"
"447",0,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.52,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.451,0.082,0.082,0.369,0,1.026,13.82,104,1078,"ys"
"872",0,0.37,0,0,0.37,0.37,0.37,0.74,0.37,0.37,0,0.74,0.37,0,0,0.37,1.49,0,3.73,2.61,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.37,0,0,0,0,0,0,1.199,0.505,0,3.337,64,267,"ys"
"2423",0.12,0,0.12,0,0.12,0.12,0,0,1.08,0,0,0.36,0,0,0,0,0,0,0.48,0,0.24,0,0,0,0.6,0.72,0.12,0,0,0,0,0,0.36,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.117,0.151,0.033,0,0.033,0,4.134,78,645,"ns"
"4468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,0,1.75,3,7,"ns"
"4233",0.39,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0.13,0,0,0,0.13,0,0,3.85,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0.022,1.514,21,159,"ns"
"1715",0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.24,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,2.823,38,240,"ys"
"2825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,4.83,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.705,7,29,"ns"
"3555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,1.4,0,0,0,1.4,0,1.4,2.81,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0.458,0,0.229,0,0,2.653,15,69,"ns"
"366",0,0,0.71,0,0.23,0,0,0,0.23,0.23,0.23,1.9,0,0,0,0.23,0,0,3.81,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,1.018,0.036,0,4.022,97,543,"ys"
"3703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,3.84,0,0,0,1.92,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,1.666,7,50,"ns"
"2872",0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0.067,0.067,0,0,0,0,1.98,59,204,"ns"
"2231",0,0,0.15,0,0.3,0,0,0.15,0.15,0,0.15,2.76,0,0,0,0,0,0.46,1.69,0,0,0,0,0,0.46,0.15,0,0,0,0,0,0,0.15,0,0,0.15,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0.023,0.023,0,0,0,0,2.677,58,415,"ns"
"1116",0,0,0.6,0,0,0.6,0,0,0.6,0,0,1.81,0,0,0,0.3,0,0,2.72,0,1.21,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.047,0.19,0.142,0,2.03,31,199,"ys"
"2267",0,0,0.85,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0.331,0,0,1.842,6,35,"ns"
"1822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,1.75,7,28,"ns"
"3812",0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,"ns"
"3795",0,0,0.28,0,0.28,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.28,0,0,0,0,0,1.7,0,0,0.56,0,0,0,0,0,0,0.56,2.55,0.28,0,0.28,0,0,0,0,0.28,0,0,0,0,0.223,0.074,0,0,0,0,1.958,55,190,"ns"
"1764",0.17,0.26,1.21,0,0.43,0.6,0.43,0.26,0.69,0.52,0.26,1.3,0.17,0,0.6,0.69,0.08,1.47,2.43,0.17,1.04,0,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.107,0,0.256,0.242,0.013,6.142,583,1339,"ys"
"3875",0,0,0,0,0.81,0,0,0,0,1.22,0,0.4,0,0,0,0,0,0,0.4,0,0.4,0,0,0,4.08,4.08,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,8,93,"ns"
"1548",0,0.29,0.29,0,0,0.59,0.29,1.04,1.04,2.22,0.14,1.04,0,0,1.04,0.29,0.74,0,1.63,0.44,0.59,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,0,0.084,0,0.105,0.21,0.021,10.817,887,1244,"ys"
"3222",0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.652,9,114,"ns"
"1193",0,0,0.56,0,1.12,0,0,0,0,0,0,0,0.93,0,0.18,0,0.37,0.37,3.18,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0.441,0,0,1.372,4,70,"ys"
"4470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,3,"ns"
"2512",0,0,0.86,0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0.86,6.95,0,4.34,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,2,22,"ns"
"2048",0,0,0,0,0.34,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,3.06,0,0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0.34,0.088,0.132,0,0,0,0,1.25,7,85,"ns"
"817",0.43,0.43,0.43,0,0.14,0.1,0.03,0.07,0.54,1.01,0.28,0.79,0.47,1.19,0.03,0.25,0.39,0,3,0,1.3,0,0.39,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.011,0.077,0,0.458,2.33,0.113,6.601,266,2370,"ys"
"2013",0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.58,1.75,1.16,0,0.58,0,0.58,0.58,0,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0.178,2.506,11,183,"ns"
"2594",0,0,0.18,0,0,0.09,0,0,0,0,0,0.94,0.37,0,0,0,0.28,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0.84,0,0,0.47,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0.052,0.065,0,0,0,0,2.022,19,451,"ns"
"1400",0,0.72,0,0,2.89,0,0,0,0,0,0.72,0.72,0,0,0,0,0,0,2.17,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,7,40,"ys"
"4539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,3.03,0,0,3.03,3.03,0,0,0,0,0,0,0,0,1.47,5,25,"ns"
"1103",0,0,0,42.81,1.28,0,0.28,0,0,0,0,0.28,0,0,0,0.14,0,0,1.7,0,0.85,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.026,0.078,0,0.13,0,0,7,137,826,"ys"
"138",1,0,0.33,0,0.66,0.66,0,0,0,0,0,0.33,0.66,0,0,0.66,0.66,0,2.33,0,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.12,0.541,0,5.428,21,304,"ys"
"3374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"ns"
"612",0.44,0,0.88,0,0.44,1.32,0.44,0,0,0,0,0,0,0,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0.433,0.361,0,2.375,16,133,"ys"
"2802",0,0,0,0,1.31,0.65,0,0,0,0.65,0,1.31,0,0,0,0,0,0,3.28,0,0,0,0,0,1.31,0.65,1.97,0.65,0.65,0.65,0.65,0.65,0,0.65,0.65,0.65,0,0,0,0.65,0,0,0.65,0,0.65,0,0,0,0,0.35,0,0.116,0,0,2,12,88,"ns"
"33",0,0,0,0,1.89,0.27,0,0,0,0,0,0.81,0,0,0,0.27,0,0,3.51,0,2.7,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0.091,0,1.39,11,89,"ys"
"845",0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0.212,0,0.424,0.424,0,4.1,25,82,"ys"
"3193",0,0,0.17,0,0,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,1.57,1.4,0,0,0,0.17,0,0,0.17,0,0,0,1.92,0,0,0,2.8,0,0,0,0,2.8,0,0,0.267,0.802,0.118,0,0,0,4.808,20,601,"ns"
"962",0.74,0,0,0,0,0,0.74,0,0,1.49,0.74,0.74,0,0,0,0.74,3.73,0,4.47,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.237,2.095,7,44,"ys"
"1449",0.3,0.2,0.3,0,0.2,0.4,0.2,0.3,0.4,1.71,0.1,1.91,0.2,0,0.5,0.6,0,0.8,3.43,0,1.51,0,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0.017,0,0.275,0.206,0.017,4.923,103,1029,"ys"
"435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,9,"ys"
"3198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.373,0,0.373,0,0,1.714,4,12,"ns"
"1323",0.33,0.44,0.37,0,0.14,0.11,0,0.07,0.97,1.16,0.11,1.42,1.76,1.27,0.03,0.03,0.07,0.07,4.38,0,1.49,0,0.33,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.03,0,0,0,0.006,0.159,0,0.069,0.221,0.11,3.426,72,819,"ys"
"649",0.13,0.26,0.52,0,0.26,0,0.13,0,0,0.39,0.13,0.13,0.13,0,0.26,0.13,0,0.78,0.39,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0.04,7.138,149,1235,"ys"
"3913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"ns"
"2840",0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0.71,0,0,5,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0.71,0,0,0.71,0,0,0,0,0.121,0,0,0,0,1.387,5,43,"ns"
"3878",0,0,0.51,0,0.51,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,2.07,2.07,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0.51,0,0,0,0,0,0.51,0.165,0.497,0,0.082,0,0,3.525,20,208,"ns"
"102",0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0.64,0,0,2.59,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.094,0.189,0.284,0.662,0,0,10.068,131,292,"ys"
